20.  3.1
22.  4.01
22.4 4.1 
23.   4.3
24.  4.4
26.  5.3
28.  6.1
29.7 7.2
31.  8.3
33.  7.5
34.  9.3
35.   7.7
35.   7.8
36.   7.7
37.  8.1
38.  8.4
39.4  9.0
40.    8.9
41.    9.6
41.5  10.7

