   0.00000000       3.89862294E-07
   1.99999120E-02  0.608703077    
   3.99999470E-02  0.668004334    
   6.00010306E-02  0.753248036    
   7.99988508E-02  0.853651226    
   9.99962091E-02  0.961944342    
  0.119993567       1.07380724    
  0.139990926       1.18678808    
  0.159988284       1.29951406    
  0.179985642       1.41122556    
  0.199983001       1.52151155    
  0.219980359       1.63016200    
  0.239977717       1.73708522    
  0.259975076       1.84225702    
  0.279972434       1.94569361    
  0.299969792       2.04743576    
  0.319967151       2.14753675    
  0.339964509       2.24605298    
  0.359961867       2.34304953    
  0.379959226       2.43858647    
  0.399956584       2.53272748    
  0.419953942       2.62552500    
  0.439951301       2.71704102    
  0.459948659       2.80732894    
  0.479946017       2.89643407    
  0.499943376       2.98440886    
  0.519970477       3.07129598    
  0.539997637       3.15713573    
  0.560024798       3.24197459    
  0.580051959       3.32584262    
  0.600079119       3.40877914    
  0.620106280       3.49081779    
  0.640133440       3.57198954    
  0.660160601       3.65232205    
  0.680187762       3.73184896    
  0.700214922       3.81058598    
  0.720242083       3.88857198    
  0.740269244       3.96582127    
  0.760296404       4.04235697    
  0.780323565       4.11819935    
  0.800350726       4.19337845    
  0.820377886       4.26789808    
  0.840405047       4.34177303    
  0.860432208       4.41504574    
  0.880459368       4.48774576    
  0.900486529       4.55981684    
  0.920513690       4.63136864    
  0.940540850       4.70233011    
  0.960568011       4.77276421    
  0.980595171       4.84271002    
   1.00062227       4.91208076    
   1.02064943       4.98096991    
   1.04067659       5.04938698    
   1.06070375       5.11733961    
   1.08073092       5.18481541    
   1.10075808       5.25180387    
   1.12078524       5.31835842    
   1.14081240       5.38447714    
   1.16083956       5.45016956    
   1.18086672       5.51544857    
   1.20089388       5.58031654    
   1.22092104       5.64478493    
   1.24094820       5.70886421    
   1.26097536       5.77256680    
   1.28100252       5.83588934    
   1.30102968       5.89879465    
   1.32105684       5.96133852    
   1.34108400       6.02353764    
   1.36111116       6.08540249    
   1.38113832       6.14694071    
   1.40116549       6.20812464    
   1.42119265       6.26892757    
   1.44121981       6.32942677    
   1.46124697       6.38966417    
   1.48127413       6.44952059    
   1.50130129       6.50905895    
   1.52132845       6.56831598    
   1.54135561       6.62731075    
   1.56138277       6.68589497    
   1.58140993       6.74429798    
   1.60143709       6.80237627    
   1.62146425       6.86012888    
   1.64149141       6.91769981    
   1.66151857       6.97488689    
   1.68154573       7.03187418    
   1.70157290       7.08858871    
   1.72160006       7.14498091    
   1.74162722       7.20124865    
   1.76165438       7.25707054    
   1.78168154       7.31281805    
   1.80170870       7.36816740    
   1.82173586       7.42338467    
   1.84176302       7.47829723    
   1.86179018       7.53300858    
   1.88181734       7.58743429    
   1.90184450       7.64171839    
   1.92187166       7.69564772    
   1.94189882       7.74947453    
   1.96192598       7.80297518    
   1.98195314       7.85635042    
   2.00198030       7.90939474    
   2.02200747       7.96239901    
   2.04203463       8.01496792    
   2.06206179       8.06748962    
   2.08208895       8.11973381    
   2.10211611       8.17176437    
   2.12214327       8.22363281    
   2.14217043       8.27526379    
   2.16219759       8.32680988    
   2.18222475       8.37796211    
   2.20225191       8.42905331    
   2.22227907       8.47994328    
   2.24230623       8.53056622    
   2.26233339       8.58115673    
   2.28236055       8.63139439    
   2.30238771       8.68151474    
   2.32241488       8.73149681    
   2.34244204       8.78119469    
   2.36246920       8.83083630    
   2.38249636       8.88024139    
   2.40252352       8.92940521    
   2.42255068       8.97854328    
   2.44257784       9.02735329    
   2.46260500       9.07597923    
   2.48263216       9.12461185    
   2.50265932       9.17297935    
   2.52268648       9.22126007    
   2.54271364       9.26939297    
   2.56274080       9.31716537    
   2.58276796       9.36482620    
   2.60279512       9.41250896    
   2.62282228       9.45999432    
   2.64284945       9.50724983    
   2.66287661       9.55435753    
   2.68290377       9.60134792    
   2.70293093       9.64837074    
   2.72295809       9.69500542    
   2.74298525       9.74127865    
   2.76301241       9.78757191    
   2.78303957       9.83372974    
   2.80306673       9.87983608    
   2.82309389       9.92588997    
   2.84312105       9.97196388    
   2.86314821       10.0176611    
   2.88317537       10.0629826    
   2.90320253       10.1082344    
   2.92322969       10.1532917    
   2.94325686       10.1983681    
   2.96328402       10.2434607    
   2.98331118       10.2885695    
   3.00333834       10.3336945    
   3.02336550       10.3780432    
   3.04339266       10.4221716    
   3.06341982       10.4662600    
   3.08344698       10.5103645    
   3.10347414       10.5544844    
   3.12350130       10.5985832    
   3.14352846       10.6426611    
   3.16355562       10.6867542    
   3.18358278       10.7300558    
   3.20360994       10.7731667    
   3.22363710       10.8162909    
   3.24366426       10.8593693    
   3.26369143       10.9024506    
   3.28371859       10.9455462    
   3.30374575       10.9886560    
   3.32377291       11.0316238    
   3.34380007       11.0745230    
   3.36382723       11.1166058    
   3.38385439       11.1586857    
   3.40388155       11.2007780    
   3.42390871       11.2428837    
   3.44393587       11.2850027    
   3.46396303       11.3271017    
   3.48399019       11.3689556    
   3.50401735       11.4107981    
   3.52404451       11.4526529    
   3.54407167       11.4941349    
   3.56409883       11.5352449    
   3.58412600       11.5763664    
   3.60415316       11.6174898    
   3.62418032       11.6584949    
   3.64420748       11.6993370    
   3.66423464       11.7401896    
   3.68426180       11.7810535    
   3.70428896       11.8219290    
   3.72431612       11.8628139    
   3.74434328       11.9034977    
   3.76437044       11.9435692    
   3.78439760       11.9836292    
   3.80442476       12.0234766    
   3.82445192       12.0633335    
   3.84447908       12.1032019    
   3.86450624       12.1430788    
   3.88453341       12.1829538    
   3.90456057       12.2227783    
   3.92458773       12.2626143    
   3.94461489       12.3024578    
   3.96464205       12.3420782    
   3.98466921       12.3809347    
   4.00469637       12.4197998    
   4.02472353       12.4586754    
   4.04475069       12.4975138    
   4.06477785       12.5363350    
   4.08480501       12.5751657    
   4.10483217       12.6140070    
   4.12485933       12.6528559    
   4.14488649       12.6915665    
   4.16491365       12.7301798    
   4.18494081       12.7688026    
   4.20496798       12.8073158    
   4.22499514       12.8451300    
   4.24502230       12.8829527    
   4.26504946       12.9207840    
   4.28507662       12.9586248    
   4.30510378       12.9964743    
   4.32513094       13.0342693    
   4.34515810       13.0718794    
   4.36518526       13.1094608    
   4.38521242       13.1470585    
   4.40523958       13.1846924    
   4.42526674       13.2223339    
   4.44529390       13.2599583    
   4.46532106       13.2974567    
   4.48534822       13.3342285    
   4.50537539       13.3710089    
   4.52540255       13.4076710    
   4.54542971       13.4442072    
   4.56545687       13.4807520    
   4.58548403       13.5173035    
   4.60551119       13.5538626    
   4.62553835       13.5904284    
